商品,價格1,價格2,網址,圖片
絕對合格！新制日檢必勝N2情境分類單字(25K-MP3)-88折-11100884070,325,325,https://shopee.tw//絕對合格！新制日檢必勝N2情境分類單字(25K-MP3)-88折-11100884070-i.159834670.4913753476,https://cf.shopee.tw/file/91b698a9a9845bcf9f54356b456e5b38_tn
《山田社》新制日檢！絕對合格N1-N2單字全真模考三回＋詳解-9折-,332,332,https://shopee.tw//《山田社》新制日檢！絕對合格N1-N2單字全真模考三回＋詳解-9折--i.42458033.6647803393,https://cf.shopee.tw/file/1644d3043c18f2b4855268cec1c7ca91_tn
新日檢考試有祕密：全方位N2單字-全真模擬試題(附1MP3),336,336,https://shopee.tw//新日檢考試有祕密：全方位N2單字-全真模擬試題(附1MP3)-i.121090005.2085658432,https://cf.shopee.tw/file/0583eea715eea7397affc8c1bf3a3e21_tn
新日檢考試有祕密：全方位N2單字-全真模擬試題(附1MP3) ,336,336,https://shopee.tw//新日檢考試有祕密：全方位N2單字-全真模擬試題(附1MP3)-i.163113630.3100490120,https://cf.shopee.tw/file/160945ad4644e27ec1d9f3ceba76acab_tn
新日檢考試有祕密(全方位N2單字-全真模擬試題),355,355,https://shopee.tw//新日檢考試有祕密(全方位N2單字-全真模擬試題)-i.20570968.2357512935,https://cf.shopee.tw/file/57b5524b73b2a04a33546b53be2eaf8b_tn
《山田社》精修版新制日檢！絕對合格N1、N2必背單字大全-9折-,378,378,https://shopee.tw//《山田社》精修版新制日檢！絕對合格N1、N2必背單字大全-9折--i.42458033.4948489615,https://cf.shopee.tw/file/d9c5f5cfe522e0bfd8950d6d67642fc5_tn
新日檢考試有祕密：全方位N2單字-全真模擬試題-88折-11100702064,395,395,https://shopee.tw//新日檢考試有祕密：全方位N2單字-全真模擬試題-88折-11100702064-i.159834670.5629728686,https://cf.shopee.tw/file/3e32f23751230b0cf799d5ec475385bf_tn
IKU老師說一定會考的新日檢高分單字N2~N1（數位學習版）-二手書_良好-8912,416,416,https://shopee.tw//IKU老師說一定會考的新日檢高分單字N2~N1（數位學習版）-二手書_良好-8912-i.159834670.6651975582,https://cf.shopee.tw/file/a0fbf9626d22de397f8b5a16cdc57d1f_tn
(山田社)精裝本-重音版-新日檢-絕對合格-N1-N2-N3-N4-N5單字大全（25K＋2MP3）,431,431,https://shopee.tw//(山田社)精裝本-重音版-新日檢-絕對合格-N1-N2-N3-N4-N5單字大全（25K＋2MP3）-i.163145167.6236306473,https://cf.shopee.tw/file/a5951c33ec9b480be28839462f78a883_tn
精修重音版-新制日檢！絕對合格N1-N2-N3-N4-N5必背單字大全（25K-MP3）,448,448,https://shopee.tw//精修重音版-新制日檢！絕對合格N1-N2-N3-N4-N5必背單字大全（25K-MP3）-i.133999892.2682771904,https://cf.shopee.tw/file/8870ab44c42c3d00f040ddb13a52d58b_tn
(山田社)精修重音版-新制日檢！絕對合格N1-N2-N3-N4-N5必背單字大全（25K-MP3）,460,460,https://shopee.tw//(山田社)精修重音版-新制日檢！絕對合格N1-N2-N3-N4-N5必背單字大全（25K-MP3）-i.163145167.6435668829,https://cf.shopee.tw/file/ae64685e81b274edb884d14d2f56ce64_tn
9789862464663【大師圖書山田社-】精修版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全（25K＋,473,473,https://shopee.tw//9789862464663【大師圖書山田社-】精修版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全（25K＋-i.59926168.2622475020,https://cf.shopee.tw/file/ac20cb939065c11a9f265c9f62246b5f_tn
精修版新制日檢絕對合格N1.N2.N3.N4.N5必背單字大全(25K-MP3),473,473,https://shopee.tw//精修版新制日檢絕對合格N1.N2.N3.N4.N5必背單字大全(25K-MP3)-i.20570968.2357577591,https://cf.shopee.tw/file/1a2059e1f5d6b24a68202ab4c068121d_tn
9789862465172﹝山田社-﹞精修版重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全（25K＋M,506,506,https://shopee.tw//9789862465172﹝山田社-﹞精修版重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全（25K＋M-i.59926168.1683593073,https://cf.shopee.tw/file/59ac05959ed07804acf95ca7d2343f70_tn
《山田社》精修版新制日檢絕對合格！N1、N2、N3、N4、N5必背單字大全-9折-,539,539,https://shopee.tw//《山田社》精修版新制日檢絕對合格！N1、N2、N3、N4、N5必背單字大全-9折--i.42458033.3348577843,https://cf.shopee.tw/file/c84628c825023da2239e0b54d13e16e3_tn
《山田社》精裝本重音版新日檢絕對合格N1-N2-N3-N4-N5單字大全(軟精)-9折-,539,539,https://shopee.tw//《山田社》精裝本重音版新日檢絕對合格N1-N2-N3-N4-N5單字大全(軟精)-9折--i.42458033.3248005235,https://cf.shopee.tw/file/1a4ca82dcf3fec5640835e11e3c7e366_tn
精修重音版新制日檢!絕對合格N1-N2-N3-N4-N5必背單字大全（25K）-88折-11100862088,563,563,https://shopee.tw//精修重音版新制日檢!絕對合格N1-N2-N3-N4-N5必背單字大全（25K）-88折-11100862088-i.159834670.6713771742,https://cf.shopee.tw/file/58486b5e7fec4b1f8fddf8dab2fdef70_tn
新日檢JLPT-N2-關鍵540題-關鍵單字2-500,583,583,https://shopee.tw//新日檢JLPT-N2-關鍵540題-關鍵單字2-500-i.121090005.2088075154,https://cf.shopee.tw/file/2f781f969bb808e53f6b714636b420bd_tn
(山田社)日檢必背文法及重音版單字大全套熱銷套書(25K＋2MP3）：新制日檢！絕對合格-N1-N2-N3-N4-N5,697,697,https://shopee.tw//(山田社)日檢必背文法及重音版單字大全套熱銷套書(25K＋2MP3）：新制日檢！絕對合格-N1-N2-N3-N4-N5-i.163145167.5036316007,https://cf.shopee.tw/file/eeb6f4cb61557fc032312846fd4ff9ed_tn
